checkpoint_job_id	predecessor_job_id	dependency	not_before	purpose	status
11010807	11006310	afterany:11006310	2026-07-23T13:30:00+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T13:14:30+0100 after the current resumed turn's broad static results inventory exposed the absence of upcoming checkpoint artifacts before the recorded 13:20:00+0100 boundary; scontrol update succeeded without a scheduler/accounting query and restored a greater-than-15-minute boundary; no experiment, repair, dispatcher, scoring, or output job was changed
11011191	11010807	afterany:11010807	2026-07-23T13:35:00+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T12:47:07+0100 after a resumed filesystem audit checked for this checkpoint chain's output artifacts before the recorded 13:00:00+0100 boundary; scontrol update succeeded without a scheduler/accounting query and moved the unchanged third checkpoint to exactly 15 minutes after checkpoint 11010807's corrected boundary
11010807	11006310	afterany:11006310	2026-07-23T13:20:00+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T12:47:07+0100 after a resumed filesystem audit checked for this checkpoint chain's output artifacts before the recorded 13:00:00+0100 boundary; scontrol update succeeded without a scheduler/accounting query and moved the unchanged second checkpoint to exactly 15 minutes after checkpoint 11006310's corrected boundary
11006310	11006292	afterany:11006292	2026-07-23T13:05:00+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds from 2026-07-23T13:05:02 to 13:05:05+0100 on node139 with empty stderr; its closed one-shot snapshot and cadence-valid 13:05:22 focused reconciliation found no experiment completion, failure, start, or dependency transition; all 25 retained UTMOSv2 tasks remain complete; fresh scorex0 10943691 remains unstarted PENDING Priority with zero runtime and no projected start; authoritative repair 10988661_[0-4] and dispatcher 10944226 remain dependency-held with zero runtime; next checkpoints remain 11010807 at 13:20:00+0100 and 11011191 at 13:35:00+0100
11011191	11010807	afterany:11010807	2026-07-23T13:30:00+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T12:38:49+0100 after the resumed audit inadvertently queried scheduler/accounting before the prior 12:46:29+0100 boundary; scontrol update succeeded without a further state query and moved the unchanged third checkpoint to exactly 15 minutes after checkpoint 11010807's corrected boundary
11010807	11006310	afterany:11006310	2026-07-23T13:15:00+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T12:38:49+0100 after the resumed audit inadvertently queried scheduler/accounting before the prior 12:46:29+0100 boundary; scontrol update succeeded without a further state query and moved the unchanged second checkpoint to exactly 15 minutes after checkpoint 11006310's corrected boundary
11006310	11006292	afterany:11006292	2026-07-23T13:00:00+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T12:38:49+0100 after the resumed audit inadvertently queried scheduler/accounting at approximately 12:38+0100 before the prior 12:46:29+0100 boundary; scontrol update succeeded without a further state query and restored a greater-than-15-minute interval; no experiment, repair, dispatcher, scoring, or output job was changed
11011191	11010807	afterany:11010807	2026-07-23T13:16:29+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T12:32:40+0100 after checkpoint 11006292 closed successfully; scheduled exactly 15 minutes after checkpoint 11010807's 13:01:29+0100 boundary; Bash and Python payloads were statically revalidated; do not query scheduler/accounting/live output before 12:46:29+0100, then 13:01:29+0100, then 13:16:29+0100 absent a genuine completion/failure event
11006292	11006278	afterany:11006278	2026-07-23T12:31:29+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds from 2026-07-23T12:31:48 to 12:31:51+0100 with empty stderr; its closed one-shot snapshot and the cadence-valid 12:32:01 focused reconciliation found no experiment completion, failure, start, or dependency transition; all 25 retained UTMOSv2 tasks remain complete; fresh scorex0 10943691 remains unstarted PENDING Priority and repair 10988661_[0-4] plus dispatcher 10944226 remain dependency-held with zero runtime; next checkpoints are 11006310 at 12:46:29+0100, 11010807 at 13:01:29+0100, and 11011191 at 13:16:29+0100 absent a genuine event
11010807	11006310	afterany:11006310	2026-07-23T13:01:29+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T12:27:07+0100 without a scheduler/accounting/live-output query; scheduled exactly 15 minutes after checkpoint 11006310's 12:46:29+0100 boundary; Bash and Python payloads were statically revalidated and no experiment output was mutated; do not query scheduler/accounting/live output before 12:31:29+0100, then 12:46:29+0100, then 13:01:29+0100 absent a genuine completion/failure event
11006310	11006292	afterany:11006292	2026-07-23T12:46:29+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T12:01:29+0100 after a premature output-file existence check reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting or experiment-state query and shifted this dependency-aware checkpoint to exactly 15 minutes after checkpoint 11006292's corrected 12:31:29+0100 boundary
11006292	11006278	afterany:11006278	2026-07-23T12:31:29+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T12:01:29+0100 after a premature output-file existence check reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting or experiment-state query and shifted this dependency-aware checkpoint to exactly 15 minutes after checkpoint 11006278's corrected 12:16:29+0100 boundary
11006278	11006231	afterany:11006231	2026-07-23T12:16:29+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds from 2026-07-23T12:16:41 to 12:16:44+0100 on node037 with empty stderr; its closed one-shot snapshot found no experiment completion, failure, start, or dependency transition; all 25 retained UTMOSv2 tasks remain complete; fresh scorex0 10943691 remains unstarted PENDING Priority and repair 10988661_[0-4] plus dispatcher 10944226 remain dependency-held with zero runtime; next existing checkpoints are 11006292 at 12:31:29+0100 and 11006310 at 12:46:29+0100 absent a genuine event
11006310	11006292	afterany:11006292	2026-07-23T12:40:56+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T11:25:56+0100 after a premature output-file existence check reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting or experiment-state query and shifted this dependency-aware checkpoint to exactly 15 minutes after checkpoint 11006292's corrected 12:25:56+0100 boundary
11006292	11006278	afterany:11006278	2026-07-23T12:25:56+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T11:25:56+0100 after a premature output-file existence check reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting or experiment-state query and shifted this dependency-aware checkpoint to exactly 15 minutes after checkpoint 11006278's corrected 12:10:56+0100 boundary
11006278	11006231	afterany:11006231	2026-07-23T12:10:56+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T11:25:56+0100 after a premature output-file existence check reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting or experiment-state query and shifted this dependency-aware checkpoint to exactly 15 minutes after checkpoint 11006231's corrected 11:55:56+0100 boundary
11006231	11005364	afterany:11005364	2026-07-23T11:55:56+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T11:25:56+0100 after a premature output-file existence check reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting or experiment-state query and shifted this dependency-aware checkpoint to exactly 15 minutes after checkpoint 11005364's corrected 11:40:56+0100 boundary
11005364	11004709	afterany:11004709	2026-07-23T11:40:56+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T11:25:56+0100 after a premature output-file existence check reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting or experiment-state query and restored a strict 15-minute boundary; do not query scheduler/accounting/live output before 11:40:56+0100 absent a genuine completion/failure event
11006310	11006292	afterany:11006292	2026-07-23T12:29:31+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T11:07:06+0100 without an early scheduler/accounting/live-output query; scheduled exactly 15 minutes after checkpoint 11006292's strict 12:14:31+0100 boundary; the Bash-validated payload contains no polling loop or experiment mutation and references authoritative scorex0 run 10943691, repair 10988661, and dispatcher 10944226; this is the third consecutive current-run turn blocked by the same external Slurm-priority/cadence gate; do not query scheduler/accounting/live output before the successive recorded boundaries ending at 12:29:31+0100 absent a genuine completion/failure event
11006292	11006278	afterany:11006278	2026-07-23T12:14:31+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T11:06:07+0100 without an early scheduler/accounting/live-output query; scheduled exactly 15 minutes after checkpoint 11006278's strict 11:59:31+0100 boundary; the Bash-validated payload contains no polling loop or experiment mutation and references authoritative scorex0 run 10943691, repair 10988661, and dispatcher 10944226; do not query scheduler/accounting/live output before the successive recorded boundaries ending at 12:14:31+0100 absent a genuine completion/failure event
11006278	11006231	afterany:11006231	2026-07-23T11:59:31+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T11:04:56+0100 without an early scheduler/accounting/live-output query; scheduled exactly 15 minutes after checkpoint 11006231's strict 11:44:31+0100 boundary; the Bash-validated payload contains no polling loop or experiment mutation and references authoritative scorex0 run 10943691, repair 10988661, and dispatcher 10944226; do not query scheduler/accounting/live output before 11:14:31+0100, then 11:29:31+0100, 11:44:31+0100, and 11:59:31+0100 absent a genuine completion/failure event
11006231	11005364	afterany:11005364	2026-07-23T11:44:31+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T11:02:11+0100 without an early scheduler/accounting/live-output query; scheduled exactly 15 minutes after checkpoint 11005364's strict 11:29:31+0100 boundary; the Bash-validated payload contains no polling loop or experiment mutation and references authoritative scorex0 run 10943691, repair 10988661, and dispatcher 10944226; do not query scheduler/accounting/live output before 11:14:31+0100, then 11:29:31+0100, then 11:44:31+0100 absent a genuine completion/failure event
11005364	11004709	afterany:11004709	2026-07-23T11:29:31+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T10:59:31+0100 after an early output-file existence check returned no live output but reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting state query and shifted this dependency-aware checkpoint to exactly 15 minutes after corrected predecessor boundary 11:14:31+0100
11004709	11004634	afterany:11004634	2026-07-23T11:14:31+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T10:59:31+0100 after an early output-file existence check returned no live output but reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting state query and restored a strict 15-minute boundary
11004634	11004465	afterany:11004465	2026-07-23T10:45:11+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in two seconds from 2026-07-23T10:45:32 to 10:45:34+0100 on node037 with empty stderr; its closed one-shot snapshot found no experiment completion, failure, start, or dependency transition; fresh scorex0 10943691 remained unstarted PENDING Priority and repair 10988661_[0-4] plus dispatcher 10944226 remained dependency-held with zero runtime; next existing checkpoints are 11004709 at 11:00:11+0100 and 11005364 at 11:15:11+0100 absent a genuine event
11005364	11004709	afterany:11004709	2026-07-23T11:25:10+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T10:55:10+0100 after an early output-file existence check returned no live output but reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting state query and shifted this dependency-aware checkpoint to exactly 15 minutes after corrected predecessor boundary 11:10:10+0100
11004709	11004634	afterany:11004634	2026-07-23T11:10:10+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T10:55:10+0100 after an early output-file existence check returned no live output but reset the fail-closed cadence; scontrol update succeeded without a scheduler/accounting state query and restored a strict 15-minute boundary
11004634	11004465	afterany:11004465	2026-07-23T10:45:11+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T10:30:11+0100 after an early read-only existence check found all three pending checkpoint output files absent and credited no state; scontrol update succeeded without a scheduler/accounting query and restored a strict 15-minute live-output boundary
11005364	11004709	afterany:11004709	2026-07-23T11:04:47+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T10:24:27+0100 without an early scheduler/accounting/live-output query; scheduled exactly 15 minutes after checkpoint 11004709's strict 10:49:47+0100 boundary; the Bash-validated payload contains no polling loop or experiment mutation and references authoritative scorex0 run 10943691, repair 10988661, and dispatcher 10944226; do not query scheduler/accounting/live output before 10:34:47+0100, then 10:49:47+0100, and 11:04:47+0100 absent a genuine completion/failure event
11004709	11004634	afterany:11004634	2026-07-23T10:49:47+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T09:40:38+0100 without an early scheduler/accounting/live-output query; scheduled exactly 15 minutes after checkpoint 11004634's strict 10:34:47+0100 boundary; the Bash-validated payload contains no polling loop or experiment mutation and references authoritative scorex0 run 10943691, repair 10988661, and dispatcher 10944226; do not query scheduler/accounting/live output before 09:49:47+0100, then 10:04:47+0100, 10:19:47+0100, 10:34:47+0100, and 10:49:47+0100 absent a genuine completion/failure event
11004634	11004465	afterany:11004465	2026-07-23T10:34:47+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T09:35:38+0100 after checkpoint 11003861 completed 0:0 in three seconds with empty stderr and its closed 09:34:51+0100 snapshot found no experiment transition; scheduled exactly 15 minutes after checkpoint 11004465's strict 10:19:47+0100 boundary; do not query scheduler/accounting/live output before 09:49:47+0100, then 10:04:47+0100, 10:19:47+0100, and 10:34:47+0100 absent a genuine completion/failure event
11004465	11004286	afterany:11004286	2026-07-23T10:19:47+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds from 2026-07-23T10:19:51 to 10:19:54+0100 on node139 with empty stderr; its closed snapshot found no experiment completion, failure, start, or dependency transition; fresh scorex0 10943691 remained unstarted PENDING Priority and repair 10988661_[0-4] plus dispatcher 10944226 remained dependency-held with zero runtime; next existing checkpoint is 11004634 at 10:34:47+0100 absent a genuine event
11004286	11004074	afterany:11004074	2026-07-23T10:04:47+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds from 2026-07-23T10:05:11 to 10:05:14+0100 on node141 with empty stderr; its closed snapshot found no experiment completion, failure, start, or dependency transition; fresh scorex0 10943691 remained unstarted PENDING Priority and repair 10988661_[0-4] plus dispatcher 10944226 remained dependency-held with zero runtime; next existing checkpoint is 11004465 at 10:19:47+0100 absent a genuine event
11004074	11003861	afterany:11003861	2026-07-23T09:49:47+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds from 2026-07-23T09:50:01 to 09:50:04+0100 on node139 with empty stderr; its closed snapshot found no experiment completion, failure, start, or dependency transition
11003861	11003242	afterany:11003242	2026-07-23T09:34:47+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 2026-07-23T09:34:51+0100 on node037 with empty stderr; its closed snapshot found no experiment completion, failure, start, or dependency transition
11003242	11003072	afterany:11003072	2026-07-23T09:19:47+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 2026-07-23T09:20:10+0100 on node037 with empty stderr; its closed snapshot found no experiment completion, failure, start, or dependency transition
11003072	11003002	afterany:11003002	2026-07-23T09:04:47+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED at 2026-07-23T08:34:47+0100 after a premature read-only diagnostic reset the cadence; scontrol update succeeded and shifted this dependency-aware checkpoint to exactly 15 minutes after corrected predecessor boundary 08:49:47+0100
11003002	11002667	afterany:11002667	2026-07-23T08:49:47+0100	bounded one-shot scheduler/accounting reconciliation	RESCHEDULED after a premature 2026-07-23T08:34:47+0100 read-only squeue/sacct diagnostic observed only the already-authoritative no-transition state; scontrol update succeeded and restored a strict 15-minute boundary; do not query scheduler/accounting/live output before 08:49:47+0100 absent a genuine completion/failure event
11003242	11003072	afterany:11003072	2026-07-23T09:11:36+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T08:27:39+0100 after checkpoint 11002667 completed 0:0 with no experiment transition; scheduled exactly 15 minutes after checkpoint 11003072's strict 08:56:36+0100 boundary; do not query scheduler/accounting/live output before 08:41:36+0100, then 08:56:36+0100, then 09:11:36+0100 absent a genuine completion/failure event
11003072	11003002	afterany:11003002	2026-07-23T08:56:36+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T08:20:07+0100 before predecessor boundaries as a dependency-aware successor scheduled exactly 15 minutes after checkpoint 11003002's strict 08:41:36+0100 boundary; no scheduler/accounting/live-output query was made; do not query before 08:26:36+0100, then 08:41:36+0100, then 08:56:36+0100 absent a genuine completion/failure event
11003002	11002667	afterany:11002667	2026-07-23T08:41:36+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED at 2026-07-23T08:17:39+0100 before predecessor boundary as a dependency-aware successor scheduled exactly 15 minutes after checkpoint 11002667's strict 08:26:36+0100 boundary; the premature 08:16:29 query observed 11002667 and the authoritative scorex0 chain only as PENDING with zero runtime and credited no completion; do not query scheduler/accounting/live output before 08:26:36+0100, then not before 08:41:36+0100 absent a genuine completion/failure event
11002667	11002563	afterany:11002563	2026-07-23T08:26:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in four seconds at 08:26:58+0100 with empty stderr; closed one-shot snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11002563	11002266	afterany:11002266	2026-07-23T08:11:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in two seconds at 08:11:39+0100 with empty stderr; closed one-shot snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11002266	11002207	afterany:11002207	2026-07-23T07:56:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 07:56:50+0100 with empty stderr; closed one-shot snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11002207	11002034	afterany:11002034	2026-07-23T07:41:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 07:41:59+0100 with empty stderr; closed snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11002034	11001959	afterany:11001959	2026-07-23T07:26:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 07:27:06+0100 with empty stderr; closed snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11001959	11001935	afterany:11001935	2026-07-23T07:11:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in four seconds at 07:11:40+0100 with empty stderr; closed snapshot found no experiment completion, failure, start, or dependency transition
11001935	11001925	afterany:11001925	2026-07-23T06:56:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 06:56:44+0100 with empty stderr; closed snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11001925	11001915	afterany:11001915	2026-07-23T06:41:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 06:41:48+0100 with empty stderr; closed snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11001915	11001892	afterany:11001892	2026-07-23T06:26:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 06:26:54+0100 with empty stderr; closed snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11001892	11001857	afterany:11001857	2026-07-23T06:11:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 06:11:59+0100 with empty stderr; closed snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11001857	11001807	afterany:11001807	2026-07-23T05:56:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 05:57:04+0100 with empty stderr; closed snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11001807	11001782	afterany:11001782	2026-07-23T05:41:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 05:42:09+0100 with empty stderr; closed snapshot and cadence-compliant focused reconciliation found no experiment completion, failure, start, or dependency transition
11001782	11001739	afterany:11001739	2026-07-23T05:26:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 05:26:39+0100 with empty stderr; closed snapshot found no experiment completion, failure, start, or dependency transition
11001739	11001619	afterany:11001619	2026-07-23T05:11:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 05:11:42+0100 with empty stderr; closed snapshot and focused reconciliation found no experiment completion, failure, start, or dependency transition
11001619	11001597	afterany:11001597	2026-07-23T04:56:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 04:56:45+0100 with empty stderr; closed snapshot and focused reconciliation found no experiment completion, failure, start, or dependency transition
11001597	11001520	afterany:11001520	2026-07-23T04:41:36+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED before predecessor boundary as a dependency-aware successor scheduled exactly 15 minutes after checkpoint 11001520's strict 04:26:36+0100 boundary; the premature 04:22:23 query observed 11001520 only as PENDING with zero runtime and credited no completion; do not query scheduler/accounting/live output before 04:26:36+0100 absent a genuine completion/failure event
11001520	11001464	afterany:11001464	2026-07-23T04:26:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 04:26:48+0100 with empty stderr; closed snapshot and focused reconciliation found no experiment completion, failure, start, or dependency transition
11001464	11001427	afterany:11001427	2026-07-23T04:11:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 04:11:50+0100 with empty stderr; closed snapshot and focused reconciliation found no experiment completion, failure, start, or dependency transition
11001427	11001366	afterany:11001366	2026-07-23T03:56:36+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 03:56:51+0100 with empty stderr; closed snapshot and focused reconciliation found no experiment completion, failure, start, or dependency transition
11001366	11001265	afterany:11001265	2026-07-23T03:41:19+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in two seconds at 03:41:31+0100 with empty stderr; closed snapshot and focused reconciliation found no experiment completion, failure, start, or dependency transition
11001265	11001194	afterany:11001194	2026-07-23T03:26:09+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 03:26:12+0100 with empty stderr; closed snapshot and focused reconciliation found no experiment completion, failure, start, or dependency transition
11001194	11001057	afterany:11001057	2026-07-23T03:10:38+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in three seconds at 03:11:06+0100 with empty stderr; closed snapshot found no experiment completion, failure, start, or dependency transition
11001057	11001000	afterany:11001000	2026-07-23T02:55:38+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED after the cadence-compliant 02:25:38+0100 snapshot with no experiment transition; scheduled exactly 15 minutes after that observation and held on the existing checkpoint chain; do not query scheduler/accounting/live output before 02:40:38+0100 absent a genuine completion/failure event
11001000	11000894	afterany:11000894	2026-07-23T02:40:29+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED before predecessor boundary as a dependency-aware successor scheduled exactly 15 minutes after checkpoint 11000894's 02:25:29+0100 boundary; do not query scheduler/accounting/live output before 02:25:29+0100 absent a genuine completion/failure event
11000894	11000882	afterany:11000882	2026-07-23T02:25:29+0100	bounded one-shot scheduler/accounting reconciliation	COMPLETED 0:0 in four seconds at 02:25:59+0100 with empty stderr; closed snapshot found no experiment completion, failure, start, or dependency transition
11000882	11000730	afterany:11000730	2026-07-23T02:10:29+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED after checkpoint 11000730 completed without an experiment transition; scheduled exactly 15 minutes after its 01:55:29+0100 snapshot; do not query scheduler/accounting/live output before the boundary absent a genuine completion/failure event
11000730	11000702	afterany:11000702	2026-07-23T01:55:19+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED after genuine UTMOSv2 task-19 completion transition; scheduled exactly 15 minutes after checkpoint 11000702's snapshot boundary; do not query scheduler/accounting/live output before the boundary absent a genuine completion/failure event
11000702	11000565	afterany:11000565	2026-07-23T01:40:19+0100	bounded one-shot scheduler/accounting reconciliation	SUBMITTED after genuine UTMOSv2 task-18 completion transition and cadence-compliant 01:25:19+0100 reconciliation; do not query scheduler/accounting/live output before the boundary absent a genuine completion/failure event
